query_idx,cluster,miller_family,cluster_coherence@10,precision@10_miller,mean_similarity@10
125579,31,{433},1.0,1.0,0.9988273322582245
36423,10,{410},1.0,1.0,0.9960283577442169
111192,6,{432},0.6,0.7,0.985039907693863
44356,24,{310},0.9,1.0,0.9908526420593262
101094,27,{531},0.5,1.0,0.9883201897144318
148117,19,{441},1.0,1.0,0.9959751605987549
62143,34,{321},1.0,1.0,0.9946040391921998
67118,2,{311},1.0,1.0,0.9781948745250701
38454,34,{321},1.0,1.0,0.9887216031551361
75717,3,{411},0.9,1.0,0.9864766836166382
50799,9,{421},0.7,1.0,0.990866357088089
53231,9,{521},1.0,0.8,0.9923669934272766
8904,32,{110},1.0,1.0,0.9837677776813507
60782,24,{530},0.5,0.7,0.9879063487052917
120159,17,{211},0.8,1.0,0.9695917725563049
38237,9,{432},1.0,1.0,0.9819571316242218
110829,18,{510},0.9,0.1,0.996690446138382
149785,32,{110},1.0,1.0,0.9844307243824005
133400,26,{211},1.0,1.0,0.9893139243125916
96601,8,{100},1.0,0.3,0.9933076500892639
16289,30,{441},1.0,1.0,0.9863483726978302
128713,31,{322},1.0,1.0,0.996303379535675
14268,8,{100},1.0,1.0,0.9917827725410462
69365,25,{531},1.0,1.0,0.9959881722927093
42194,15,{531},1.0,1.0,0.9911319434642791
7515,14,{221},1.0,1.0,0.9885753691196442
137238,10,{210},1.0,0.2,0.9968674838542938
120639,5,{711},1.0,1.0,0.992088383436203
83093,10,{510},1.0,0.9,0.9918136537075043
21803,3,{431},1.0,1.0,0.9948698818683624
58241,25,{430},1.0,1.0,0.9929882943630218
143645,7,{431},1.0,1.0,0.987054842710495
129152,13,{332},1.0,0.9,0.9966376066207886
72711,20,{522},1.0,1.0,0.9728591859340667
4069,6,{322},1.0,1.0,0.9909788131713867
71004,10,{310},1.0,1.0,0.9962284862995148
128747,31,{522},0.3,1.0,0.9952029287815094
115538,34,{321},1.0,1.0,0.982138592004776
41397,10,{511},1.0,0.2,0.9948763489723206
61906,23,{430},1.0,1.0,0.987409234046936
111532,18,{711},1.0,1.0,0.9929880023002624
79631,25,{430},1.0,1.0,0.993045699596405
68311,1,{421},1.0,0.5,0.9929374635219574
34088,17,{432},1.0,0.8,0.9915252149105072
106751,14,{221},1.0,1.0,0.9925060749053956
123984,10,{510},1.0,1.0,0.9947444081306458
79019,27,{431},1.0,1.0,0.9954411029815674
8175,12,{331},1.0,1.0,0.9878660619258881
129024,2,{521},1.0,0.9,0.9846462547779083
3450,6,{322},1.0,1.0,0.9881342232227326
43695,7,{432},1.0,0.8,0.9772506356239319
12916,18,{711},1.0,1.0,0.9939704954624176
10944,13,{433},1.0,0.9,0.9951834142208099
121362,10,{510},1.0,1.0,0.9873461723327637
102772,8,{100},1.0,1.0,0.9982261657714844
125288,10,{410},0.9,0.5,0.994612330198288
143874,12,{331},1.0,1.0,0.9916985332965851
9644,2,{522},1.0,1.0,0.9781565606594086
